gene_id	s001_Line1_0g_repeat	s002_Line1_0g_repeat	s003_Line1_0g_repeat	s004_Line1_1g_repeat	s005_Line1_1g_repeat	s006_Line1_1g_repeat	s007_Line1_ground_repeat	s008_Line1_ground_repeat	s009_Line1_ground_repeat
ENSG00000131831	76	153	164	80	177	126	80	92	134
ENSG00000131844	983	1484	2376	1069	2002	1708	1674	1830	2042
ENSG00000131845	294	370	572	250	578	479	387	253	445
ENSG00000131848	135	186	358	149	317	146	232	208	351
ENSG00000131849	30	87	200	88	122	75	130	72	7
ENSG00000131864	0	0	0	2	0	1	0	0	0
ENSG00000131871	691	1090	1636	1160	1905	1721	1025	1004	1468
ENSG00000131873	484	547	540	514	710	633	731	552	990
ENSG00000131876	576	949	1343	980	1333	1425	1143	792	1469
ENSG00000131885	0	0	0	0	0	0	0	0	0
ENSG00000131899	124	87	124	57	231	103	135	61	205
ENSG00000131910	1	1	18	4	0	11	5	1	0
ENSG00000131914	1204	1922	2684	1735	2630	2462	2673	1250	2577
ENSG00000131931	291	353	540	347	512	478	471	610	610
ENSG00000131941	382	462	722	439	757	534	950	449	963
ENSG00000131943	842	1302	1541	1031	1718	1311	1222	1176	1486
ENSG00000131944	41	50	66	69	148	113	69	18	113
ENSG00000131951	10	1	17	1	8	1	1	5	35
ENSG00000131966	2694	4504	5611	2917	5083	4078	4092	3333	5116
ENSG00000131969	3	0	3	4	0	7	1	6	1
ENSG00000131979	40	93	140	75	174	91	82	47	169
ENSG00000131981	268	492	449	254	665	689	794	770	1052
ENSG00000131982	0	0	0	0	0	5	0	0	0
ENSG00000132000	0	13	2	15	16	1	0	5	0
ENSG00000132002	1591	2232	3231	3965	3784	3911	2843	2402	3608
ENSG00000132003	94	181	145	252	251	326	157	131	249
ENSG00000132004	236	297	376	279	562	367	348	254	456
ENSG00000132005	44	20	58	31	38	35	33	55	39
ENSG00000132010	1	1	10	4	4	13	1	4	6
ENSG00000132016	46	73	88	47	117	103	111	45	47
ENSG00000132017	157	258	247	114	352	201	208	144	187
ENSG00000132024	557	840	1079	451	1157	625	702	555	937
ENSG00000132026	0	0	3	1	0	10	1	2	1
ENSG00000132031	33	76	71	41	76	101	90	64	88
ENSG00000132109	108	144	204	139	170	308	161	80	197
ENSG00000132122	84	72	133	76	98	138	146	147	136
ENSG00000132128	4917	6584	11045	6056	10877	9364	8991	6507	10472
ENSG00000132141	49	48	137	43	98	111	67	54	106
ENSG00000132153	3037	4287	5923	3669	7692	5365	5981	4557	7374
ENSG00000132155	1748	3020	4118	2726	4385	3219	4619	3483	5601
ENSG00000132164	0	0	2	3	0	0	0	0	0
ENSG00000132170	19	0	22	0	12	40	22	3	26
ENSG00000132182	524	642	1266	514	1146	752	1322	696	1355
ENSG00000132185	4	0	18	0	0	0	0	0	0
ENSG00000132196	166	343	315	293	293	283	440	348	605
ENSG00000132199	248	421	441	233	421	262	286	260	609
ENSG00000132204	0	0	3	5	1	4	0	0	0
ENSG00000132205	4395	6295	9977	3098	9026	5400	7012	5279	7688
ENSG00000132207	0	0	0	0	0	0	0	0	0
ENSG00000132254	933	1724	2510	1325	2914	2209	1481	1282	1949
ENSG00000132256	998	1300	2271	855	2109	1269	1453	1021	1492
ENSG00000132259	5	0	0	0	0	0	24	6	0
ENSG00000132274	46	21	139	72	137	72	15	1	71
ENSG00000132275	379	712	907	392	1265	900	824	677	1116
ENSG00000132286	776	1336	1687	1065	2065	1545	1388	1083	1919
ENSG00000132294	956	1496	2435	1475	1573	1325	2720	1896	2669
ENSG00000132297	0	0	1	0	0	3	0	0	0
ENSG00000132300	2432	3388	4576	2305	5304	3647	5069	4162	6585
ENSG00000132305	3975	6892	8700	3968	8609	7089	6941	5947	10562
ENSG00000132313	1134	2052	2348	1242	2701	1463	1930	1990	2381
ENSG00000132321	38	81	76	56	85	59	72	45	79
ENSG00000132323	523	810	918	643	1158	1046	815	778	1405
ENSG00000132326	16	48	187	20	59	37	114	54	22
ENSG00000132329	20	34	34	27	41	144	148	123	101
ENSG00000132330	30	46	59	20	38	33	33	30	54
ENSG00000132334	65	31	107	59	125	17	109	84	106
ENSG00000132341	6916	10425	13659	8593	15700	12459	9639	9149	12813
ENSG00000132356	367	531	965	318	895	621	1176	862	862
ENSG00000132357	0	0	7	0	0	0	24	19	56
ENSG00000132359	44	15	30	44	47	6	3	38	43
ENSG00000132361	1051	1836	2391	1200	3332	1417	1902	1543	2256
ENSG00000132376	249	459	359	391	509	734	695	494	927
ENSG00000132382	874	1281	1910	1054	2259	1304	1467	958	1848
ENSG00000132383	1643	2071	3427	1628	3736	2996	3307	2556	4415
ENSG00000132386	262	553	540	311	785	618	1114	1006	2099
ENSG00000132388	1762	2501	3848	2103	3217	3495	4342	3807	5570
ENSG00000132394	369	685	906	512	927	748	672	714	1114
ENSG00000132405	212	418	553	329	588	312	563	458	891
ENSG00000132406	633	970	1451	853	1457	1429	614	569	904
ENSG00000132423	278	350	543	302	677	493	593	498	736
ENSG00000132424	994	1910	1934	1664	2375	1828	1220	1214	1908
ENSG00000132429	1284	2001	2584	954	3090	2056	1882	1880	2795
ENSG00000132432	1640	2415	2862	2091	3286	3304	1328	1702	1343
ENSG00000132434	671	1089	1588	578	1222	958	977	839	979
ENSG00000132436	175	195	244	132	375	145	265	157	298
ENSG00000132437	1	0	1	19	7	2	13	56	55
ENSG00000132446	0	0	0	0	0	0	0	0	0
ENSG00000132463	3178	5069	6883	3173	6073	4710	5396	4970	7112
ENSG00000132464	0	0	0	1	0	0	0	0	0
ENSG00000132465	4	0	0	5	1	0	0	0	0
ENSG00000132466	840	2023	2390	1131	2281	2029	2165	1889	2475
ENSG00000132467	230	349	464	378	659	457	460	321	474
ENSG00000132470	0	10	11	1	0	2	14	4	0
ENSG00000132471	2364	3652	5102	3584	5366	5244	3371	2953	3680
ENSG00000132475	8186	12778	18324	16292	17997	24209	11190	9593	13622
ENSG00000132478	493	870	1171	499	1114	801	455	396	734
ENSG00000132481	98	77	241	142	135	160	72	91	62
ENSG00000132485	1115	1836	2507	2235	2756	2140	1772	1238	1728
ENSG00000132507	5328	7136	8733	4378	8613	7685	5204	5676	6587
ENSG00000132510	137	171	188	245	273	287	177	126	211
ENSG00000132514	0	0	1	0	0	0	0	0	0
ENSG00000132517	0	0	2	3	31	0	10	0	0
ENSG00000132518	1	6	6	2	0	5	5	2	10
ENSG00000132522	53	53	63	29	70	60	21	34	44
ENSG00000132530	0	0	1	1	0	0	0	0	0
ENSG00000132535	29	48	43	13	32	19	18	25	21
ENSG00000132541	603	903	1063	437	944	951	661	698	727
ENSG00000132549	288	181	578	316	685	217	522	228	532
ENSG00000132554	7	0	3	1	0	8	1	0	16
ENSG00000132561	897	1936	2211	628	1579	1184	6258	4940	7840
ENSG00000132563	648	941	1039	419	1342	924	543	460	527
ENSG00000132570	231	367	519	208	583	312	396	280	358
ENSG00000132581	1210	1585	2277	1879	2283	2501	1780	1372	2282
ENSG00000132589	4296	6560	8308	3992	9003	6776	7723	6187	9333
ENSG00000132591	1951	2708	4205	2179	4236	3884	3338	2613	4185
ENSG00000132600	617	921	1074	642	1310	943	1046	787	1524
ENSG00000132603	504	692	957	680	1062	937	878	627	1135
ENSG00000132604	476	760	1136	781	1129	1084	668	537	1103
ENSG00000132612	809	1102	1850	1128	1862	2015	1352	1238	1384
ENSG00000132613	27	70	78	10	46	57	52	51	137
ENSG00000132622	3	13	5	3	19	20	5	0	2
ENSG00000132623	307	286	549	211	356	589	338	282	417
ENSG00000132631	0	0	0	0	0	0	0	0	0
ENSG00000132635	237	490	657	374	659	470	655	499	745
ENSG00000132639	46	91	64	25	123	86	123	50	144
ENSG00000132640	424	509	889	659	626	1038	910	635	860
ENSG00000132646	1610	2360	2949	1463	3440	2459	2085	1470	2440
ENSG00000132661	326	343	619	533	831	849	748	349	784
ENSG00000132664	259	373	588	339	497	687	455	351	494
ENSG00000132669	89	99	257	41	140	148	282	192	341
ENSG00000132670	917	1093	1737	1190	1535	1631	1772	1445	2709
ENSG00000132671	0	0	1	0	0	0	0	0	0
ENSG00000132676	1926	2664	3764	2067	4207	3527	3063	2926	4754
ENSG00000132677	7	6	1	16	1	14	0	1	5
ENSG00000132680	224	431	494	435	526	367	394	350	508
ENSG00000132681	2	1	19	5	0	11	6	9	11
ENSG00000132688	1333	2392	3058	1653	4798	2914	1604	1699	1920
ENSG00000132692	14	28	34	23	40	35	16	31	13
ENSG00000132693	0	0	0	0	0	0	0	0	0
ENSG00000132694	403	490	768	371	560	520	594	521	843
ENSG00000132698	28	103	77	63	91	95	105	89	256
ENSG00000132702	9	28	24	18	9	0	0	1	4
ENSG00000132703	0	0	0	0	0	0	0	0	0
ENSG00000132704	0	0	0	0	0	0	0	0	0
ENSG00000132716	448	755	912	487	674	509	824	913	850
ENSG00000132718	278	416	652	495	369	441	237	138	354
ENSG00000132740	274	472	617	377	682	822	573	296	625
ENSG00000132744	0	0	0	0	4	0	0	0	6
ENSG00000132746	0	0	2	0	0	0	0	0	0
ENSG00000132749	8	3	33	4	2	20	25	31	73
ENSG00000132763	66	70	154	41	111	115	92	97	188
ENSG00000132768	970	1096	2200	1078	2133	1951	1805	1203	1874
ENSG00000132773	210	442	522	269	388	462	283	314	501
ENSG00000132780	1383	2290	2544	1488	2913	1969	2636	2312	3805
ENSG00000132781	368	507	634	314	654	509	698	374	702
ENSG00000132792	883	1315	1509	1302	1860	1815	1758	1612	2731
ENSG00000132793	160	363	403	77	484	140	135	74	281
ENSG00000132801	107	162	190	103	154	280	133	58	248
ENSG00000132819	6296	8401	11408	4990	12601	9071	10773	9510	16675
ENSG00000132821	42	84	39	10	85	33	241	312	220
ENSG00000132823	836	1124	1885	1278	1687	1980	1287	1306	1783
ENSG00000132824	3140	4561	6615	5002	6669	6332	8331	6769	10537
ENSG00000132825	62	144	126	129	285	203	124	193	383
ENSG00000132832	0	0	0	0	0	0	0	0	0
ENSG00000132837	15	20	24	6	80	27	2	0	18
ENSG00000132840	0	0	5	0	0	0	0	0	0
ENSG00000132842	961	1669	2362	1113	1593	1774	1792	1527	2343
ENSG00000132846	178	268	416	165	313	279	352	327	411
ENSG00000132849	313	404	520	425	506	450	772	454	978
ENSG00000132854	82	114	243	30	235	75	183	177	301
ENSG00000132855	0	9	0	0	0	0	0	0	6
ENSG00000132872	3	21	0	0	7	0	0	10	2
ENSG00000132874	0	0	1	5	0	0	0	0	6
ENSG00000132879	440	658	839	361	945	675	669	569	696
ENSG00000132881	93	140	124	60	262	125	207	111	273
ENSG00000132906	378	532	792	514	588	837	680	810	1104
ENSG00000132911	0	0	0	2	0	2	1	0	0
ENSG00000132912	810	1145	1933	1202	1368	1172	1548	1337	2124
ENSG00000132915	1	14	7	9	13	2	14	11	0
ENSG00000132932	2	0	10	5	8	2	83	50	0
ENSG00000132938	252	315	480	45	447	224	749	591	696
ENSG00000132950	273	504	701	331	514	569	373	417	497
ENSG00000132952	248	407	592	449	717	688	712	685	862
ENSG00000132953	738	1156	1916	669	1071	1167	2211	1890	2457
ENSG00000132958	0	0	1	0	0	0	2	1	0
ENSG00000132963	3835	5728	7101	4778	8000	8201	4538	5117	5627
ENSG00000132964	295	434	577	341	609	456	636	376	801
ENSG00000132965	0	0	1	2	5	1	7	0	0
ENSG00000132967	11	30	36	31	82	45	50	43	52
ENSG00000132970	131	331	338	167	227	265	297	265	356
ENSG00000132972	1	0	2	2	0	1	0	0	0
ENSG00000132975	0	0	0	1	0	0	0	0	0
ENSG00000133019	3	14	28	21	36	9	6	47	67
ENSG00000133020	0	5	10	4	0	8	0	0	0
ENSG00000133026	2682	3927	6141	2131	5625	3598	6251	4560	8353
ENSG00000133027	610	1034	1233	675	1443	1043	1315	1037	1638
ENSG00000133028	1111	1706	2216	1192	2530	1864	1786	1521	2347
ENSG00000133030	706	1414	1392	878	1784	1586	2178	1707	2575
ENSG00000133048	14	29	6	10	19	22	53	23	84
ENSG00000133055	4	0	8	5	0	0	0	0	0
ENSG00000133056	8	76	56	56	44	6	33	40	91
ENSG00000133059	393	515	690	514	992	939	887	623	1090
ENSG00000133063	0	0	2	6	0	0	0	2	0
ENSG00000133065	980	1406	2979	749	1947	1206	1455	1493	2352
ENSG00000133067	2	0	2	3	0	1	0	1	0
ENSG00000133069	69	95	186	90	179	91	103	85	85
ENSG00000133083	7	22	3	6	16	5	0	1	0
ENSG00000133101	18	20	53	11	0	43	0	0	12
ENSG00000133103	928	1266	2160	1186	1542	1553	1904	1725	2176
ENSG00000133104	1078	1437	2207	1514	2224	2162	1928	1697	2513
ENSG00000133105	0	0	0	0	0	1	0	0	0
ENSG00000133106	150	266	281	88	265	253	215	116	353
ENSG00000133107	23	24	49	17	45	69	0	16	40
ENSG00000133110	5	0	27	0	24	31	97	10	145
ENSG00000133111	195	305	453	123	317	408	46	193	177
ENSG00000133112	2059	3146	3936	3188	4472	4412	1892	2246	3307
ENSG00000133114	218	355	504	408	401	519	243	214	549
ENSG00000133115	0	0	0	0	0	0	0	0	0
ENSG00000133116	0	0	0	0	0	0	0	1	0
ENSG00000133119	457	637	904	548	818	784	378	329	446
ENSG00000133121	26	152	112	4	46	66	176	187	163
ENSG00000133124	0	0	1	0	0	0	0	0	15
ENSG00000133131	43	129	123	113	256	172	120	67	106
ENSG00000133134	426	672	809	421	720	467	316	434	584
ENSG00000133135	46	45	60	67	140	178	221	149	299
ENSG00000133136	5	5	13	4	8	5	11	6	13
ENSG00000133138	23	56	85	33	130	98	71	90	118
ENSG00000133142	1279	1972	2189	1236	2803	2094	1101	1321	1790
ENSG00000133169	1445	1711	2142	1410	3234	1936	1350	1612	2251
ENSG00000133193	595	741	1065	728	1478	1378	914	747	986
ENSG00000133195	146	292	268	194	368	351	188	379	345
ENSG00000133216	679	1225	1721	860	1551	1530	2514	1411	3102
ENSG00000133226	1544	3110	3697	1789	4299	2957	2082	2076	3182
ENSG00000133243	683	1060	1330	690	1651	1321	1616	1550	2732
ENSG00000133246	4	0	7	0	0	0	0	4	0
ENSG00000133247	176	287	362	284	469	373	316	236	293
ENSG00000133250	308	397	603	145	588	467	354	352	366
ENSG00000133256	271	338	390	260	346	442	487	461	864
ENSG00000133265	1266	1698	2201	1444	3071	1852	1931	1631	2454
ENSG00000133275	576	891	1148	818	1512	1191	922	765	1365
ENSG00000133302	70	177	281	173	201	162	258	170	274
ENSG00000133313	2815	4193	4669	2804	6301	4480	4661	3493	6635
ENSG00000133315	302	396	477	262	780	514	926	878	1160
ENSG00000133316	420	797	838	486	1005	963	716	604	823
ENSG00000133317	0	0	0	1	11	1	0	0	0
ENSG00000133318	1170	1959	2795	1862	3003	3099	2746	2539	3743
ENSG00000133321	2	0	0	2	6	1	3	11	0
ENSG00000133328	2	0	0	0	0	0	0	0	4
ENSG00000133392	16	38	96	19	42	35	23	70	70
ENSG00000133393	707	1031	1262	1068	1418	1466	1252	851	1223
ENSG00000133398	824	1250	1804	1383	1900	1906	717	658	1129
ENSG00000133401	11	0	13	29	12	2	5	16	3
ENSG00000133422	300	570	507	521	685	464	936	615	973
ENSG00000133424	80	39	154	201	190	176	441	197	598
ENSG00000133433	14	18	24	18	42	14	26	27	57
ENSG00000133454	309	652	748	267	576	255	679	428	774
ENSG00000133460	178	506	392	232	435	346	268	246	331
ENSG00000133466	185	192	206	184	350	320	194	159	399
ENSG00000133475	1	1	5	2	7	2	1	0	14
ENSG00000133477	36	23	92	43	188	63	154	103	259
ENSG00000133488	0	0	1	0	0	1	0	0	0
ENSG00000133519	34	97	98	77	122	77	71	50	187
ENSG00000133561	0	0	3	25	0	0	0	0	0
ENSG00000133574	0	0	16	0	0	0	0	0	0
ENSG00000133597	180	250	353	191	603	567	401	258	548
ENSG00000133606	4168	5721	8744	4137	8463	6329	9302	7170	10651
ENSG00000133612	786	1058	1833	1240	2049	2034	2001	1404	2314
ENSG00000133619	45	133	110	35	126	110	75	130	155
ENSG00000133624	132	128	301	154	306	70	141	160	96
ENSG00000133627	115	260	353	237	162	487	222	134	243
ENSG00000133636	50	64	100	87	178	104	112	61	161
ENSG00000133639	2191	3373	4412	1936	4581	3729	2511	2749	3980
ENSG00000133640	14	1	8	9	35	31	7	16	7
ENSG00000133641	362	516	534	477	648	669	546	464	521
ENSG00000133657	2560	3789	6087	2670	3775	3348	3935	3259	3763
ENSG00000133661	1	0	13	0	20	11	10	23	12
ENSG00000133665	0	0	2	3	0	0	0	0	0
ENSG00000133678	370	477	692	382	797	734	437	486	639
ENSG00000133687	149	218	382	269	363	236	507	446	743
ENSG00000133703	761	1190	1574	687	1253	1028	1272	1128	1485
ENSG00000133704	512	665	1027	481	592	658	1077	719	1049
ENSG00000133706	3190	4541	6487	2795	5633	4213	4581	4359	6077
ENSG00000133710	3	11	11	13	13	10	3	8	14
ENSG00000133731	916	1471	1966	1214	1570	1732	1666	1752	1960
ENSG00000133739	75	119	166	151	167	135	190	113	130
ENSG00000133740	140	194	302	187	268	175	267	196	304
ENSG00000133742	0	0	0	1	0	0	0	1	0
ENSG00000133773	296	448	689	315	791	538	334	367	490
ENSG00000133789	686	1111	1376	936	1525	992	787	710	998
ENSG00000133794	107	117	193	87	214	29	257	125	331
ENSG00000133800	0	0	2	3	2	1	0	0	0
ENSG00000133805	79	176	401	153	247	184	158	119	435
ENSG00000133808	3	3	12	24	26	11	7	10	17
ENSG00000133812	175	323	398	331	419	447	473	337	464
ENSG00000133816	1483	2361	4037	1520	3034	1535	2835	2217	4257
ENSG00000133818	631	889	1396	897	1214	1489	1429	901	1685
ENSG00000133835	1280	1836	2866	1427	2479	2040	3370	2697	4723
ENSG00000133858	137	194	310	340	352	387	363	259	449
ENSG00000133863	0	0	4	0	0	4	0	0	0
ENSG00000133872	5232	7230	9908	8151	9384	10037	8802	6758	11363
ENSG00000133874	13	4	24	6	19	13	0	2	65
ENSG00000133878	72	107	137	47	55	174	130	83	166
ENSG00000133884	2054	3253	4468	2795	4894	4044	3725	3224	4034
ENSG00000133895	996	1488	2457	1451	2470	2405	1821	1558	2299
ENSG00000133935	1131	1637	2272	1296	2523	2050	2440	2138	3121
ENSG00000133937	0	0	0	0	4	8	9	0	0
ENSG00000133943	727	892	1216	550	1558	1020	1991	1514	2904
ENSG00000133958	16	70	34	19	65	71	77	33	75
ENSG00000133961	1313	2102	2972	1808	2877	2191	3178	2817	3562
ENSG00000133962	1	10	6	0	0	0	2	0	0
ENSG00000133980	45	60	85	40	135	57	102	43	7
ENSG00000133983	88	131	105	55	201	101	101	120	119
ENSG00000133985	25	20	34	129	68	135	21	6	68
ENSG00000133997	439	808	973	627	1006	942	606	518	930
ENSG00000134001	2887	4281	5879	4192	5587	5612	4286	3707	5110
ENSG00000134007	1	1	4	0	0	0	0	0	0
ENSG00000134013	1770	2844	3863	1647	3864	2426	7010	4525	6455
ENSG00000134014	899	1676	1893	1253	2036	1796	1774	1325	2462
ENSG00000134020	1	0	7	0	0	0	9	4	9
ENSG00000134028	0	0	0	0	0	0	0	0	0
ENSG00000134030	205	327	416	172	660	370	176	115	238
ENSG00000134042	0	0	1	7	3	0	5	5	10
ENSG00000134046	358	521	788	493	712	688	616	609	777
ENSG00000134049	746	1168	1408	826	1465	1366	1251	1455	1773
ENSG00000134056	1104	1663	1695	1006	1824	1524	1244	1533	1293
ENSG00000134057	837	1127	1698	1156	1470	1698	1800	1656	2673
ENSG00000134058	434	637	989	815	950	1274	773	585	1109
ENSG00000134061	0	0	2	2	2	1	0	0	0
ENSG00000134070	17	0	4	11	30	45	0	31	18
ENSG00000134072	103	165	245	139	219	243	196	111	164
ENSG00000134077	614	1128	1663	857	1622	1353	1023	932	1664
ENSG00000134086	327	645	841	293	799	562	567	508	730
ENSG00000134107	307	381	564	1090	344	803	109	69	65
ENSG00000134108	1516	2058	3193	1771	2760	1948	2562	2205	2769
ENSG00000134109	168	376	531	442	351	479	272	282	365
ENSG00000134115	0	28	10	0	22	60	67	67	102
ENSG00000134121	22	0	25	7	35	9	23	16	21
ENSG00000134138	580	874	1542	724	1274	617	1329	943	1381
ENSG00000134146	213	267	259	353	360	402	317	249	274
ENSG00000134152	409	509	791	957	812	920	581	471	714
ENSG00000134153	2720	4100	5720	3729	6060	4985	3360	3248	4346
ENSG00000134160	0	0	2	2	0	2	0	0	0
ENSG00000134183	0	0	0	0	0	0	0	0	0
ENSG00000134184	0	0	0	0	0	0	0	0	0
ENSG00000134186	285	612	691	611	798	515	449	550	851
ENSG00000134193	0	0	1	0	0	0	0	0	0
ENSG00000134198	860	1350	1948	533	1629	1347	1301	1127	1631
ENSG00000134200	1	0	0	0	0	0	0	0	4
ENSG00000134201	0	2	2	2	0	0	0	14	0
ENSG00000134202	517	923	1148	1121	1371	1402	1204	1047	1561
ENSG00000134207	0	0	23	8	14	23	12	9	39
ENSG00000134215	2	0	2	29	0	1	0	1	0
ENSG00000134216	0	0	0	1	10	2	5	0	0
ENSG00000134222	63	39	102	109	136	175	225	227	270
ENSG00000134240	17	35	57	28	46	62	303	369	1061
ENSG00000134242	2	0	7	27	0	0	0	2	0
ENSG00000134243	1038	1969	2491	1076	1954	1801	3682	2350	3712
ENSG00000134245	2	0	10	36	26	42	2	6	17
ENSG00000134247	1015	1320	2467	1019	1562	1329	1627	1254	2188
ENSG00000134248	4081	5753	7782	4748	6962	6596	4432	5322	5053
ENSG00000134249	0	0	0	0	0	2	0	0	0
ENSG00000134250	1481	2678	3030	1273	2796	1497	3049	2353	4179
ENSG00000134253	52	65	114	83	123	68	272	232	283
ENSG00000134255	328	563	611	317	689	425	616	420	906
ENSG00000134256	7	0	7	10	0	4	0	0	2
ENSG00000134258	0	0	1	0	1	0	0	0	0
ENSG00000134259	30	29	95	67	98	26	12	26	15
ENSG00000134262	216	260	440	328	465	398	324	245	524
ENSG00000134265	739	1367	1676	1175	1243	1366	1699	1163	1616
ENSG00000134278	229	374	559	652	553	533	383	406	689
ENSG00000134283	940	1373	1981	1255	2215	1997	1485	1304	1600
ENSG00000134285	42	100	77	64	144	138	149	103	271
ENSG00000134287	733	1057	1122	745	1468	1130	862	1162	1148
ENSG00000134291	2597	3987	5340	3464	4880	4905	4658	3869	6118
ENSG00000134294	3357	5431	7582	5500	6175	6312	8810	6021	10527
ENSG00000134297	62	110	125	65	136	160	223	92	165
ENSG00000134308	8135	12959	17237	10652	16019	16003	17290	15691	21161
ENSG00000134313	1597	2487	3737	1758	2454	2234	4336	3049	4652
ENSG00000134317	9	0	3	14	29	5	53	7	60
ENSG00000134318	662	1233	1673	858	1576	1185	1879	1293	2010
ENSG00000134321	2	0	5	4	6	3	0	17	0
ENSG00000134323	102	108	299	73	258	219	513	351	702
ENSG00000134324	646	960	1049	571	626	834	1921	1352	1907
ENSG00000134326	17	32	54	13	32	24	37	14	35
ENSG00000134330	728	1212	1575	1023	1531	1564	1022	893	1553
ENSG00000134333	6281	12295	24739	9847	10198	15388	8628	5928	9926
ENSG00000134339	9	12	16	7	6	2	42	41	25
ENSG00000134343	0	0	1	15	5	1	0	5	0
ENSG00000134352	1505	2597	4407	2491	2959	2553	4690	2883	4091
ENSG00000134363	3125	4896	6528	2349	7376	4769	2943	2148	3952
ENSG00000134365	0	0	2	1	0	1	0	0	0
ENSG00000134369	990	1500	2088	626	2664	1142	2526	1943	3013
ENSG00000134371	913	1533	2081	1340	1638	1545	1544	1769	2343
ENSG00000134375	3800	5629	7908	3859	8008	5901	6121	5884	8059
ENSG00000134376	2	4	67	5	0	20	0	1	0
ENSG00000134389	0	0	3	1	0	1	0	0	0
ENSG00000134398	13	72	33	23	33	30	30	1	24
ENSG00000134419	237	447	625	595	844	758	349	268	352
ENSG00000134438	0	0	0	1	0	0	0	0	0
ENSG00000134440	6260	10562	13326	5879	12482	10324	10843	9273	13340
ENSG00000134443	0	0	0	11	0	0	0	0	0
ENSG00000134444	503	809	850	652	1117	755	824	606	687
ENSG00000134452	1607	2617	3182	1663	3927	2608	5187	3637	6988
ENSG00000134453	1332	2016	2420	1652	3294	2573	1895	1966	2647
ENSG00000134460	0	0	0	0	0	0	0	0	0
ENSG00000134461	153	153	198	234	289	251	180	123	206
ENSG00000134463	231	376	552	419	456	519	518	414	764
ENSG00000134470	6	0	10	1	31	20	0	0	0
ENSG00000134480	534	723	1088	673	1159	1374	1041	694	1394
ENSG00000134489	0	0	0	4	0	1	0	0	0
ENSG00000134490	171	142	313	195	232	106	333	371	340
ENSG00000134504	137	121	228	84	247	153	197	215	304
ENSG00000134508	28	20	80	44	115	28	83	28	131
ENSG00000134516	0	0	9	1	1	37	31	0	0
ENSG00000134531	2	0	11	133	17	22	0	0	9
ENSG00000134532	41	76	179	26	81	37	78	76	67
ENSG00000134533	25	13	23	34	39	0	162	43	221
ENSG00000134538	3	1	2	0	0	0	6	0	0
ENSG00000134539	0	0	2	6	0	18	0	0	0
ENSG00000134545	2	0	0	2	1	14	0	0	0
ENSG00000134548	22	37	4	26	37	59	69	60	93
ENSG00000134551	1	1	0	0	0	2	0	2	0
ENSG00000134569	94	208	227	113	166	317	700	421	855
ENSG00000134571	8725	14797	18696	3627	19599	6536	26276	21102	33949
ENSG00000134574	789	1468	1798	693	1565	1507	1403	1459	2010
ENSG00000134575	2271	3672	5319	2575	6271	3850	3378	2366	4076
ENSG00000134588	0	0	0	0	0	0	0	1	0
ENSG00000134590	4581	7036	9048	4180	9761	8316	6346	6566	6560
ENSG00000134594	15	0	24	21	20	9	12	0	6
ENSG00000134595	0	0	6	0	1	0	0	10	12
ENSG00000134597	205	330	314	315	453	295	171	212	222
ENSG00000134602	1389	2308	3049	1529	2527	2313	2697	2316	3235
ENSG00000134612	0	0	1	7	0	0	0	0	0
ENSG00000134627	2	0	1	16	24	7	16	9	41
ENSG00000134640	0	0	0	1	0	0	0	0	0
ENSG00000134644	2187	3283	4492	2449	4029	4010	4380	4078	6238
